"tipo_fuente","esquema","nombre","descripcion_objeto","columna","tipo","permite_nulos","es_clave_primaria","tabla_destino","columna_destino","descripcion_columna"
"TABLA","public","full_snapshots",NULL,"deficit_oferta_viviendas_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(r_deficit_oferta_viviendas)"
"TABLA","public","full_snapshots",NULL,"uds_vv_residenciales_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(uds_vv_residenciales_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"uds_vv_turisticas_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(uds_vv_turisticas_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"plazas_vv_residenciales_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_vv_residenciales_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"plazas_vv_turisticas_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_vv_turisticas_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"plazas_at_residenciales_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_at_residenciales_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"plazas_at_turisticas_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_at_turisticas_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"pte_v_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(pte_v_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"pte_r_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(pte_r_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"pte_v_total_poblacion_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(pte_v_total_poblacion_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"pte_r_total_poblacion_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(pte_r_total_poblacion_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"poblacion_total_poblacion_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(poblacion_total_poblacion_porc)"
"TABLA","public","full_snapshots",NULL,"viviendas_vacias_viviendas_total_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(viviendas_vacias_viviendas_total)"
"TABLA","public","full_snapshots",NULL,"viviendas_esporadicas_viviendas_total_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(viviendas_esporadicas_viviendas_total)"
"TABLA","public","full_snapshots",NULL,"viviendas_habituales_viviendas_total_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(viviendas_habituales_viviendas_total)"
"TABLA","public","full_snapshots",NULL,"plazas_vacacionales_plazas_total_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_vacacionales_plazas_total_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"plazas_regladas_plazas_total_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_regladas_plazas_total_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"rit_km2_presion_humana_km2_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(rit_km2_presion_humana_km2)"
"TABLA","public","full_snapshots",NULL,"residentes_km2_presion_humana_km2_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(residentes_km2_presion_humana_km2)"
"TABLA","public","full_snapshots",NULL,"plazas_at_residenciales_oferta_en_residencial_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_at_residenciales_oferta_en_residencial) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"plazas_vv_residenciales_oferta_en_residencial_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_vv_residenciales_oferta_en_residencial) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"plazas_suelo_residencial_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_suelo_residencial_porc) | Excluyendo valores 14"
"TABLA","public","full_snapshots",NULL,"plazas_suelo_turistico_porc_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(plazas_suelo_turistico_porc) | Excluyendo valores 100"
"TABLA","public","full_snapshots",NULL,"rit_r_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(rit_r)"
"TABLA","public","full_snapshots",NULL,"rit_v_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(rit_v)"
"TABLA","public","full_snapshots",NULL,"rit_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(rit)"
"TABLA","public","full_snapshots",NULL,"rit_r_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(rit_r_km2)"
"TABLA","public","full_snapshots",NULL,"rit_v_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(rit_v_km2)"
"TABLA","public","full_snapshots",NULL,"rit_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(rit_km2)"
"TABLA","public","full_snapshots",NULL,"residentes_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(residentes_km2)"
"TABLA","public","full_snapshots",NULL,"presion_humana_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(presion_humana_km2)"
"TABLA","public","full_snapshots",NULL,"vacacional_por_viviendas_habituales_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(vacacional_por_viviendas_habituales)"
"TABLA","public","full_snapshots",NULL,"vacacional_por_viviendas_total_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(vacacional_por_viviendas_total)"
"TABLA","public","full_snapshots",NULL,"uds_vv_habitantes_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(uds_vv_habitantes)"
"TABLA","public","full_snapshots",NULL,"uds_vv_residenciales_habitantes_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(uds_vv_residenciales_habitantes)"
"TABLA","public","full_snapshots",NULL,"deficit_oferta_viviendas_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(r_deficit_oferta_viviendas)"
"TABLA","public","full_snapshots",NULL,"uds_vv_residenciales_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(uds_vv_residenciales_porc)"
"TABLA","public","full_snapshots",NULL,"uds_vv_turisticas_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(uds_vv_turisticas_porc)"
"TABLA","public","full_snapshots",NULL,"plazas_vv_residenciales_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_vv_residenciales_porc)"
"TABLA","public","full_snapshots",NULL,"plazas_vv_turisticas_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_vv_turisticas_porc)"
"TABLA","public","full_snapshots",NULL,"plazas_at_residenciales_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_at_residenciales_porc)"
"TABLA","public","full_snapshots",NULL,"plazas_at_turisticas_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_at_turisticas_porc)"
"TABLA","public","full_snapshots",NULL,"pte_v_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(pte_v_porc)"
"TABLA","public","full_snapshots",NULL,"pte_r_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(pte_r_porc)"
"TABLA","public","full_snapshots",NULL,"pte_v_total_poblacion_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(pte_v_total_poblacion_porc)"
"TABLA","public","full_snapshots",NULL,"pte_r_total_poblacion_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(pte_r_total_poblacion_porc)"
"TABLA","public","full_snapshots",NULL,"poblacion_total_poblacion_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(poblacion_total_poblacion_porc)"
"TABLA","public","full_snapshots",NULL,"viviendas_vacias_viviendas_total_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(viviendas_vacias_viviendas_total)"
"TABLA","public","full_snapshots",NULL,"viviendas_esporadicas_viviendas_total_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(viviendas_esporadicas_viviendas_total)"
"TABLA","public","full_snapshots",NULL,"viviendas_habituales_viviendas_total_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(viviendas_habituales_viviendas_total)"
"TABLA","public","full_snapshots",NULL,"plazas_vacacionales_plazas_total_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_vacacionales_plazas_total_porc)"
"TABLA","public","full_snapshots",NULL,"plazas_regladas_plazas_total_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_regladas_plazas_total_porc)"
"TABLA","public","full_snapshots",NULL,"rit_km2_presion_humana_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado =  avg(rit_km2_presion_humana_km2)"
"TABLA","public","full_snapshots",NULL,"residentes_km2_presion_humana_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(residentes_km2_presion_humana_km2)"
"TABLA","public","full_snapshots",NULL,"plazas_at_residenciales_oferta_en_residencial_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_at_residenciales_oferta_en_residencial)"
"TABLA","public","full_snapshots",NULL,"plazas_vv_residenciales_oferta_en_residencial_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_vv_residenciales_oferta_en_residencial)"
"TABLA","public","full_snapshots",NULL,"plazas_suelo_residencial_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_suelo_residencial_porc)"
"TABLA","public","full_snapshots",NULL,"plazas_suelo_turistico_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_suelo_turistico_porc)"
"TABLA","public","full_snapshots",NULL,"tipo_municipio","character varying","YES","NO",NULL,NULL,"Define el tipo de municipio para segmentar los max y avg"
"TABLA","public","full_snapshots",NULL,"etiqueta_ambito_superior","character varying","YES","NO",NULL,NULL,"Recoge el nombre del item de ámbito superior"
"TABLA","public","full_snapshots",NULL,"viviendas_disponibles","integer","YES","NO",NULL,NULL,"viviendas_habituales – uds_vv_residenciales"
"TABLA","public","full_snapshots",NULL,"viviendas_necesarias","integer","YES","NO",NULL,NULL,"poblacion / personas_por_hogar"
"TABLA","public","full_snapshots",NULL,"deficit_viviendas","integer","YES","NO",NULL,NULL,"viviendas_disponibles – viviendas_necesarias"
"TABLA","public","full_snapshots",NULL,"tipo_isla","character varying","YES","NO",NULL,NULL,"Clasificación geográfica: central, occidental, oriental"
"TABLA","public","full_snapshots",NULL,"rit_r_porc","numeric","YES","NO",NULL,NULL,"rit_r / rit * 100"
"TABLA","public","full_snapshots",NULL,"rit_v_porc","numeric","YES","NO",NULL,NULL,"rit_v / rit * 100"
"TABLA","public","full_snapshots",NULL,"viviendas_disponibles_viviendas_habituales","numeric","YES","NO",NULL,NULL,"viviendas_disponibles / viviendas_habituales * 100"
"TABLA","public","hogares",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","hogares",NULL,"ambito","character varying","NO","NO",NULL,NULL,NULL
"TABLA","public","hogares",NULL,"isla_id","integer","YES","NO","islas","id",NULL
"TABLA","public","hogares",NULL,"hogares","integer","NO","NO",NULL,NULL,NULL
"TABLA","public","hogares",NULL,"miembros","numeric","NO","NO",NULL,NULL,NULL
"TABLA","public","hogares",NULL,"year","date","NO","NO",NULL,NULL,"Se almacena la fecha completa pero el proceso solo tiene en cuenta el año para los cálculos."
"TABLA","public","islas",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","islas",NULL,"nombre","text","NO","NO",NULL,NULL,NULL
"TABLA","public","islas",NULL,"diciembre_2019","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","islas",NULL,"junio_2023","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","islas",NULL,"abril_2024","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","islas",NULL,"bloque","integer","YES","NO",NULL,NULL,"Distingue entre islas centrales, islas orientales e islas occidentales"
"TABLA","public","islas",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","islas",NULL,"geo_code","character varying","YES","NO",NULL,NULL,"Código NUTS 3 de la Unión Europea para identificación unívoca de la isla."
"TABLA","public","islas",NULL,"tipo_isla","character varying","YES","NO",NULL,NULL,"Clasificación geográfica: central, occidental, oriental"
"TABLA","public","localidades",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"nombre","text","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"poblacion_padron","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"poblacion_estacional","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"viviendas","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"altitud","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"ejercicio","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"fuente","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","localidades",NULL,"isla_id","integer","YES","NO","islas","id",NULL
"TABLA","public","localidades",NULL,"loca_norm","text","YES","NO",NULL,NULL,NULL
"TABLA","public","mapa_municipios",NULL,"muni_nombre","text","YES","NO",NULL,NULL,NULL
"TABLA","public","mapa_municipios",NULL,"muni_real","text","YES","NO",NULL,NULL,NULL
"TABLA","public","modalidades",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","modalidades",NULL,"nombre","character varying","NO","NO",NULL,NULL,NULL
"TABLA","public","modalidades",NULL,"descripcion","text","YES","NO",NULL,NULL,NULL
"TABLA","public","municipios",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","municipios",NULL,"isla_id","integer","NO","NO","islas","id",NULL
"TABLA","public","municipios",NULL,"codigo_ine","character varying","NO","NO",NULL,NULL,NULL
"TABLA","public","municipios",NULL,"nombre","text","NO","NO",NULL,NULL,NULL
"TABLA","public","municipios",NULL,"poblacion","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","municipios",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","municipios",NULL,"muni_norm","text","YES","NO",NULL,NULL,NULL
"TABLA","public","municipios",NULL,"tipo_municipio","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","parque_viviendas",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","parque_viviendas",NULL,"total","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","parque_viviendas",NULL,"vacias","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","parque_viviendas",NULL,"esporadicas","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","parque_viviendas",NULL,"habituales","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","parque_viviendas",NULL,"ambito","text","YES","NO",NULL,NULL,NULL
"TABLA","public","parque_viviendas",NULL,"isla_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","parque_viviendas",NULL,"id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","poblacion","Series históricas de población residente (Padrón Municipal de Habitantes).","id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","poblacion","Series históricas de población residente (Padrón Municipal de Habitantes).","ambito","text","NO","NO",NULL,NULL,"Nivel geográfico del dato: canarias, isla o municipio."
"TABLA","public","poblacion","Series históricas de población residente (Padrón Municipal de Habitantes).","isla_id","integer","YES","NO","islas","id","Referencia a la isla (NULL si el ámbito es canarias)."
"TABLA","public","poblacion","Series históricas de población residente (Padrón Municipal de Habitantes).","municipio_id","integer","YES","NO","municipios","id","Referencia al municipio (NULL si el ámbito es isla o canarias)."
"TABLA","public","poblacion","Series históricas de población residente (Padrón Municipal de Habitantes).","year","integer","NO","NO",NULL,NULL,NULL
"TABLA","public","poblacion","Series históricas de población residente (Padrón Municipal de Habitantes).","valor","integer","NO","NO",NULL,NULL,"Número de habitantes residentes."
"TABLA","public","poblacion","Series históricas de población residente (Padrón Municipal de Habitantes).","fuente","text","YES","NO",NULL,NULL,NULL
"TABLA","public","poblacion","Series históricas de población residente (Padrón Municipal de Habitantes).","created_at","timestamp with time zone","YES","NO",NULL,NULL,NULL
"TABLA","public","poblacion_evolucion","Evolución de población por ejercicio (Canarias, Islas y Municipios)","id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","poblacion_evolucion","Evolución de población por ejercicio (Canarias, Islas y Municipios)","ambito","character varying","NO","NO",NULL,NULL,"Nivel territorial: canarias, isla, municipio"
"TABLA","public","poblacion_evolucion","Evolución de población por ejercicio (Canarias, Islas y Municipios)","isla_id","integer","YES","NO","islas","id","ID de isla (NULL para ámbito canarias)"
"TABLA","public","poblacion_evolucion","Evolución de población por ejercicio (Canarias, Islas y Municipios)","municipio_id","integer","YES","NO","municipios","id","ID de municipio (NULL para ámbitos canarias e isla)"
"TABLA","public","poblacion_evolucion","Evolución de población por ejercicio (Canarias, Islas y Municipios)","ejercicio","integer","NO","NO",NULL,NULL,"Año del ejercicio"
"TABLA","public","poblacion_evolucion","Evolución de población por ejercicio (Canarias, Islas y Municipios)","poblacion","integer","NO","NO",NULL,NULL,"Población del territorio"
"TABLA","public","poblacion_te","Población Turística Equivalente por territorio y ejercicio","id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","poblacion_te","Población Turística Equivalente por territorio y ejercicio","localidad_id","integer","YES","NO","localidades","id",NULL
"TABLA","public","poblacion_te","Población Turística Equivalente por territorio y ejercicio","municipio_id","integer","YES","NO","municipios","id",NULL
"TABLA","public","poblacion_te","Población Turística Equivalente por territorio y ejercicio","isla_id","integer","NO","NO","islas","id",NULL
"TABLA","public","poblacion_te","Población Turística Equivalente por territorio y ejercicio","pet","numeric","YES","NO",NULL,NULL,"Población Turística Equivalente"
"TABLA","public","poblacion_te","Población Turística Equivalente por territorio y ejercicio","ejercicio","integer","NO","NO",NULL,NULL,"Año del ejercicio"
"TABLA","public","poblacion_te","Población Turística Equivalente por territorio y ejercicio","nombre","character varying","YES","NO",NULL,NULL,"Nombre de la localidad, municipio o isla según el nivel del registro"
"TABLA","public","poblacion_te","Población Turística Equivalente por territorio y ejercicio","ambito","character varying","YES","NO",NULL,NULL,"Ámbito del registro: localidad, municipio o isla"
"TABLA","public","poblacion_te_evolucion","Evolución de Población Turística Equivalente por ejercicio (Canarias e Islas)","id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","poblacion_te_evolucion","Evolución de Población Turística Equivalente por ejercicio (Canarias e Islas)","ambito","character varying","NO","NO",NULL,NULL,"Nivel territorial: canarias, isla"
"TABLA","public","poblacion_te_evolucion","Evolución de Población Turística Equivalente por ejercicio (Canarias e Islas)","isla_id","integer","YES","NO","islas","id","ID de isla (NULL para ámbito canarias)"
"TABLA","public","poblacion_te_evolucion","Evolución de Población Turística Equivalente por ejercicio (Canarias e Islas)","nombre","character varying","NO","NO",NULL,NULL,"Nombre del territorio"
"TABLA","public","poblacion_te_evolucion","Evolución de Población Turística Equivalente por ejercicio (Canarias e Islas)","ejercicio","integer","NO","NO",NULL,NULL,"Año del ejercicio"
"TABLA","public","poblacion_te_evolucion","Evolución de Población Turística Equivalente por ejercicio (Canarias e Islas)","poblacion","numeric","NO","NO",NULL,NULL,"Población Turística Equivalente"
"TABLA","public","portales_canarias",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"isla","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"municipio","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"tipo_vial","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"nombre_via","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"numero","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"codigo_postal","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"dir_original","text","YES","NO",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"dir_normalizada","text","YES","NO",NULL,NULL,NULL
"TABLA","public","portales_canarias",NULL,"geometria","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","pte_reglada",NULL,"ambito","text","YES","NO",NULL,NULL,NULL
"TABLA","public","pte_reglada",NULL,"isla_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","pte_reglada",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","pte_reglada",NULL,"year","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","pte_reglada",NULL,"pte_reglada","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","pte_reglada",NULL,"entidad_turistica_id","text","YES","NO",NULL,NULL,"Geocode de la zona turística (solo para ámbito localidad_turistica)."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","ambito","character varying","NO","NO",NULL,NULL,"Nivel administrativo del registro: canarias, isla o municipio."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","isla_id","integer","YES","NO","islas","id","Referencia a la tabla islas. NULL si el ámbito es canarias."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","municipio_id","integer","YES","NO","municipios","id","Referencia a la tabla municipios. NULL si el ámbito es isla o canarias."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","year","integer","NO","NO",NULL,NULL,"Año natural del dato."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","mes","integer","NO","NO",NULL,NULL,"Mes del dato (1-12)."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","dias_mes","integer","NO","NO",NULL,NULL,"Número de días del mes específico (28-31) para cálculos de precisión."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","viviendas_disponibles","integer","YES","NO",NULL,NULL,"Número total de viviendas vacacionales dadas de alta y activas en el periodo."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","plazas_disponibles","integer","YES","NO",NULL,NULL,"Capacidad total en plazas (camas) de las viviendas activas."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","viviendas_reservadas","integer","YES","NO",NULL,NULL,"Número medio de viviendas que han tenido reserva confirmada."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","tasa_vivienda_reservada","double precision","YES","NO",NULL,NULL,"Porcentaje de ocupación sobre el total de viviendas disponibles."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","estancia_media","double precision","YES","NO",NULL,NULL,"Duración media en días de las pernoctaciones en VV."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","ingresos_totales","double precision","YES","NO",NULL,NULL,"Estimación de ingresos brutos generados por el sector en el territorio (Euros)."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","noches_vv","double precision","YES","NO",NULL,NULL,"Cálculo derivado: plazas_disponibles * (tasa/100) * dias_mes. Representa el volumen total de pernoctaciones."
"TABLA","public","pte_vacacional","Repositorio de indicadores de Vivienda Vacacional (VV). Fuente: Estadística Experimental ISTAC. Incluye datos a nivel regional, insular y municipal.","ptev","double precision","YES","NO",NULL,NULL,"Población Turística Equivalente (Vacacional). Carga media diaria de turistas sobre el territorio."
"TABLA","public","recintos_municipales",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"INSPIREID","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"COUNTRY","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"NATLEV","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"NATLEVNAME","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"NATCODE","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"NAMEUNIT","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"CODNUT1","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"CODNUT2","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","recintos_municipales",NULL,"CODNUT3","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"id","integer","NO","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"ambito","character varying","NO","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"isla_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"localidad_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"fecha_calculo","timestamp without time zone","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"superficie_km2","numeric","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"poblacion","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"poblacion_year","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"viviendas_total","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"viviendas_vacias","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"viviendas_esporadicas","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"viviendas_habituales","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"pte_r","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"pte_r_year","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"pte_v","numeric","YES","NO",NULL,NULL,NULL
"TABLA","public","snapshots",NULL,"pte_v_periodo","character varying","YES","NO",NULL,NULL,NULL
